"Date","Price","Open","High","Low","Vol.","Change %"
"09-04-2019","38,939.22","38,730.93","38,978.99","38,598.72","15.59M","0.62%"
"08-04-2019","38,700.53","38,993.60","39,041.25","38,520.96","10.81M","-0.42%"
"05-04-2019","38,862.23","38,839.52","38,958.60","38,701.04","16.41M","0.46%"
"04-04-2019","38,684.72","38,935.75","38,939.35","38,581.04","13.35M","-0.49%"
"03-04-2019","38,877.12","39,167.05","39,270.14","38,826.56","17.55M","-0.46%"
"02-04-2019","39,056.65","38,988.57","39,121.69","38,846.96","20.34M","0.48%"
"01-04-2019","38,871.87","38,858.88","39,115.57","38,808.74","20.42M","0.51%"
"29-03-2019","38,672.91","38,675.00","38,748.54","38,546.68","15.26M","0.33%"
"28-03-2019","38,545.72","38,208.30","38,593.65","38,148.44","16.51M","1.08%"
"27-03-2019","38,132.88","38,372.03","38,475.93","38,001.34","19.41M","-0.26%"
"26-03-2019","38,233.41","37,886.29","38,297.70","37,800.08","15.03M","1.12%"
"25-03-2019","37,808.91","38,016.76","38,016.76","37,667.40","17.45M","-0.93%"
"22-03-2019","38,164.61","38,452.47","38,564.71","38,089.36","18.82M","-0.58%"
"20-03-2019","38,386.75","38,433.86","38,489.81","38,316.21","16.12M","0.06%"
"19-03-2019","38,363.47","38,218.59","38,396.06","38,078.23","15.58M","0.70%"
"18-03-2019","38,095.07","38,132.96","38,369.59","37,952.10","16.36M","0.19%"
"15-03-2019","38,024.32","37,760.23","38,254.77","37,760.23","16.81M","0.71%"
"14-03-2019","37,754.89","37,840.64","37,907.78","37,693.69","16.06M","0.01%"
"13-03-2019","37,752.17","37,608.29","37,797.29","37,478.87","21.67M","0.58%"
"12-03-2019","37,535.66","37,249.65","37,586.63","37,230.85","20.13M","1.30%"
"11-03-2019","37,054.10","36,741.57","37,106.19","36,726.39","14.80M","1.04%"
"08-03-2019","36,671.43","36,753.59","36,753.59","36,592.93","15.06M","-0.15%"
"07-03-2019","36,725.42","36,744.02","36,830.25","36,590.88","17.32M","0.24%"
"06-03-2019","36,636.10","36,544.86","36,666.47","36,456.82","16.38M","0.53%"
"05-03-2019","36,442.54","36,141.07","36,457.44","35,926.94","21.94M","1.05%"
"01-03-2019","36,063.81","36,018.49","36,140.67","35,952.41","17.24M","0.55%"
"28-02-2019","35,867.44","36,025.72","36,085.85","35,829.15","12.28M","-0.11%"
"27-02-2019","35,905.43","36,138.83","36,371.11","35,735.33","19.89M","-0.19%"
"26-02-2019","35,973.71","35,975.75","36,172.52","35,714.16","18.49M","-0.66%"
"25-02-2019","36,213.38","35,983.80","36,242.18","35,901.06","12.17M","0.95%"
"22-02-2019","35,871.48","35,906.01","35,941.69","35,795.79","19.01M","-0.07%"
"21-02-2019","35,898.35","35,837.00","35,983.07","35,707.29","11.82M","0.40%"
"20-02-2019","35,756.26","35,564.93","35,797.11","35,469.49","12.86M","1.14%"
"19-02-2019","35,352.61","35,543.24","35,776.04","35,287.16","10.41M","-0.41%"
"18-02-2019","35,498.44","35,831.18","35,912.44","35,470.76","16.39M","-0.87%"
"15-02-2019","35,808.95","35,985.68","36,022.57","35,510.97","23.71M","-0.19%"
"14-02-2019","35,876.22","36,065.08","36,109.10","35,799.42","33.48M","-0.44%"
"13-02-2019","36,034.11","36,279.63","36,375.80","35,962.68","15.44M","-0.33%"
"12-02-2019","36,153.62","36,405.72","36,465.40","36,113.91","12.61M","-0.66%"
"11-02-2019","36,395.03","36,585.50","36,588.41","36,300.48","19.78M","-0.41%"
"08-02-2019","36,546.48","36,873.59","36,885.58","36,480.62","22.30M","-1.15%"
"07-02-2019","36,971.09","37,026.56","37,172.18","36,898.80","14.99M","-0.01%"
"06-02-2019","36,975.23","36,714.54","37,005.25","36,680.88","14.36M","0.98%"
"05-02-2019","36,616.81","36,573.04","36,727.83","36,495.83","14.54M","0.09%"
"04-02-2019","36,582.74","36,456.22","36,622.77","36,225.48","16.07M","0.31%"
"01-02-2019","36,469.43","36,311.74","36,778.14","36,221.32","32.80M","0.59%"
"31-01-2019","36,256.69","35,805.51","36,278.13","35,740.07","19.19M","1.87%"
"30-01-2019","35,591.25","35,819.67","35,850.41","35,490.97","19.56M","0.00%"
"29-01-2019","35,592.50","35,716.72","35,734.14","35,375.51","17.19M","-0.18%"
"28-01-2019","35,656.70","36,099.62","36,124.26","35,565.15","15.51M","-1.02%"
"25-01-2019","36,025.54","36,245.77","36,474.48","35,953.15","23.74M","-0.47%"
"24-01-2019","36,195.10","36,146.55","36,258.28","35,996.68","23.76M","0.24%"
"23-01-2019","36,108.47","36,494.12","36,521.47","36,037.90","14.68M","-0.92%"
"22-01-2019","36,444.64","36,649.92","36,650.47","36,282.93","17.76M","-0.37%"
"21-01-2019","36,578.96","36,467.12","36,701.03","36,351.77","19.33M","0.53%"
"18-01-2019","36,386.61","36,417.58","36,469.98","36,218.33","21.40M","0.03%"
"17-01-2019","36,374.08","36,413.60","36,468.42","36,170.80","21.14M","0.15%"
"16-01-2019","36,321.29","36,370.74","36,462.03","36,278.61","16.87M","0.01%"
"15-01-2019","36,318.33","35,950.08","36,349.31","35,950.08","24.66M","1.30%"
"14-01-2019","35,853.56","36,113.27","36,124.94","35,691.75","24.79M","-0.43%"
"11-01-2019","36,009.84","36,191.87","36,214.26","35,840.60","18.73M","-0.27%"
"10-01-2019","36,106.50","36,258.00","36,269.31","36,070.76","17.87M","-0.29%"
"09-01-2019","36,212.91","36,181.37","36,250.54","35,863.29","20.90M","0.64%"
"08-01-2019","35,980.93","35,964.62","36,037.35","35,753.95","15.66M","0.36%"
"07-01-2019","35,850.16","35,971.18","36,076.95","35,809.23","14.52M","0.43%"
"04-01-2019","35,695.10","35,590.79","35,744.20","35,382.08","15.60M","0.51%"
"03-01-2019","35,513.71","35,934.50","35,999.66","35,475.57","17.91M","-1.05%"
"02-01-2019","35,891.52","36,198.13","36,236.70","35,734.01","15.16M","-1.00%"
"01-01-2019","36,254.57","36,161.80","36,284.04","35,888.62","24.03M","0.52%"
